SSHversion,Percentage,Cipher,Percentage
SSH-2.0-paramiko_1.15.1,0.07,aes256-gcm@openssh.com,2.62
SSH-2.0-libssh_0.4.8,0.02,aes128-gcm@openssh.com,52.22
SSH-2.0-PuTTY_Release_0.67,0.05,aes128-ctr,45.14
SSH-2.0-libssh-0.1,0.05,aes256-ctr,0.02
SSH-2.0-PuTTY_Release_0.64,0.12,,
SSH-2.0-paramiko_2.0.2,0.02,,
SSH-2.0-OpenSSH_6.0p,0.10,,
SSH-2.0-PuTTY_Release_0.59,0.07,,
SSH-2.0-OpenSSH_4.3,0.02,,
SSH-2.0-OpenSSH_6.1,0.05,,
SSH-2.0-PuTTY_Release_0.63,0.07,,
SSH-2.0-paramiko_1.16.1,0.07,,
SSH-2.0-WinSCP_release_5.1.3,0.05,,
SSH-2.0-libssh-0.2,0.54,,
SSH-2.0-OpenSSH_5.9,0.10,,
SSH-2.0-Nmap_SSH2_Hostkey  ,0.07,,
SSH-2.0-paramiko_1.7.5,0.05,,
SSH-2.0_CoreLab-1.0,0.20,,
SSH-2.0-JSCH-0.1.51,0.34,,
SSH-2.0-paramiko_1.17.1,0.05,,
SSH-2.0-WinSCP_release_5.7.4,0.12,,
SSH-2.0-PuTTY_Snapshot_2010_02_20,0.05,,
SSH-2.0-PuTTY_Release_0.58,0.07,,
SSH-2.0-OpenSSH_9.0,0.15,,
SSH-2.0-OpenSSH_5.3,0.17,,
SSH-2.0-paramiko_1.16.0,0.12,,
SSH-2.0-OpenSSH_3.9p1,0.10,,
SSH-2.0-PuTTY_KiTTY,0.10,,
SSH-2.0-PUTTY,39.24,,
SSH-2.0-paramiko_2.0.0,0.10,,
SSH-2.0-WinSCP_release_5.7.6,0.10,,
SSH-2.0-WinSCP_release_5.2.7,0.07,,
SSH-2.0-paramiko_2.12.0,0.34,,
SSH-2.0-paramiko_1.10.1,0.02,,
SSH-2.0-ZGrab ZGrab SSH Survey,0.10,,
SSH-2.0-paramiko_2.1.1,0.05,,
SSH-2.0-libssh-0.3.4,0.10,,
SSH-2.0-libssh2_1.9.0,1.17,,
SSH-2.0-Granados-1.0,0.07,,
SSH-2.0-OpenSSH_6.2,0.12,,
SSH-2.0-paramiko_1.8.1,0.24,,
SSH-2.0-OpenSSH_6.0,0.15,,
SSH-2.0-paramiko_1.15.2,0.07,,
SSH-2.0-libssh_0.10.5,1.93,,
SSH-2.0-PuTTY_Release_0.65,0.15,,
SSH-2.0-Go,49.63,,
SSH-2.0-PuTTY_Release_0.66,0.12,,
SSH-2.0-OpenSSH_7.4,0.73,,
SSH-2.0-libssh_0.11,0.12,,
SSH-2.0-libssh2_1.11.0,0.71,,
SSH-2.0-PuTTY_Release_0.61,0.10,,
SSH-2.0-paramiko_1.7.7.1,0.07,,
SSH-2.0-WinSCP_release_5.1.5,0.07,,
SSH-2.0-paramiko_1.12.4,0.12,,
SSH-2.0-JSCH_0.1.48,0.27,,
SSH-2.0-PuTTY_Release_0.60,0.12,,
SSH-2.0-paramiko_2.1.2,0.12,,
SSH-2.0-PuTTY_Release_0.62,0.32,,
SSH-2.0-libssh_0.5.5,0.05,,
SSH-2.0-JSCH_0.1.51,0.05,,
SSH-2.0-WinSCP_release_3.8.1,0.02,,
SSH-2.0-WinSCP_release_4.1.9,0.02,,
SSH-2.0-libssh-0.6.0,0.05,,
SSH-2.0-WinSCP_release_4.3.5,0.12,,
SSH-2.0-PuTTY_Release_0.62.1,0.12,,
SSH-2.0-libssh_0.7.4,0.02,,
